,path,channel,emotion,e-intensity,statement,actor,split
29,./datasets/archive/Actor_01/03-01-07-01-02-01-01.wav,01,07,01,02,01,01
30,./datasets/archive/Actor_01/03-01-04-02-01-01-01.wav,01,04,02,01,01,01
31,./datasets/archive/Actor_01/03-01-08-02-01-02-01.wav,01,08,02,01,01,01
32,./datasets/archive/Actor_01/03-01-02-01-02-02-01.wav,01,02,01,02,01,01
33,./datasets/archive/Actor_01/03-01-02-02-02-02-01.wav,01,02,02,02,01,01
34,./datasets/archive/Actor_01/03-01-04-01-01-01-01.wav,01,04,01,01,01,01
35,./datasets/archive/Actor_01/03-01-04-02-01-02-01.wav,01,04,02,01,01,01
36,./datasets/archive/Actor_01/03-01-01-01-01-01-01.wav,01,01,01,01,01,01
37,./datasets/archive/Actor_01/03-01-06-01-02-01-01.wav,01,06,01,02,01,01
38,./datasets/archive/Actor_01/03-01-04-01-02-01-01.wav,01,04,01,02,01,01
39,./datasets/archive/Actor_01/03-01-02-01-01-02-01.wav,01,02,01,01,01,01
40,./datasets/archive/Actor_01/03-01-02-01-01-01-01.wav,01,02,01,01,01,01
41,./datasets/archive/Actor_01/03-01-07-02-01-01-01.wav,01,07,02,01,01,01
42,./datasets/archive/Actor_01/03-01-03-01-01-02-01.wav,01,03,01,01,01,01
43,./datasets/archive/Actor_01/03-01-06-01-01-01-01.wav,01,06,01,01,01,01
44,./datasets/archive/Actor_01/03-01-05-01-01-02-01.wav,01,05,01,01,01,01
45,./datasets/archive/Actor_01/03-01-02-02-01-02-01.wav,01,02,02,01,01,01
46,./datasets/archive/Actor_01/03-01-04-02-02-02-01.wav,01,04,02,02,01,01
47,./datasets/archive/Actor_01/03-01-01-01-02-01-01.wav,01,01,01,02,01,01
48,./datasets/archive/Actor_01/03-01-02-01-02-01-01.wav,01,02,01,02,01,02
49,./datasets/archive/Actor_01/03-01-04-01-02-02-01.wav,01,04,01,02,01,02
50,./datasets/archive/Actor_01/03-01-08-01-01-02-01.wav,01,08,01,01,01,02
51,./datasets/archive/Actor_01/03-01-05-01-02-01-01.wav,01,05,01,02,01,02
52,./datasets/archive/Actor_01/03-01-07-01-01-02-01.wav,01,07,01,01,01,02
53,./datasets/archive/Actor_01/03-01-06-01-01-02-01.wav,01,06,01,01,01,02
54,./datasets/archive/Actor_01/03-01-03-01-02-01-01.wav,01,03,01,02,01,03
55,./datasets/archive/Actor_01/03-01-08-02-02-02-01.wav,01,08,02,02,01,03
56,./datasets/archive/Actor_01/03-01-06-02-01-01-01.wav,01,06,02,01,01,03
57,./datasets/archive/Actor_01/03-01-05-02-01-01-01.wav,01,05,02,01,01,03
58,./datasets/archive/Actor_01/03-01-01-01-01-02-01.wav,01,01,01,01,01,03
59,./datasets/archive/Actor_01/03-01-05-01-02-02-01.wav,01,05,01,02,01,03
60,./datasets/archive/Actor_02/03-01-05-01-01-02-02.wav,01,05,01,01,02,01
61,./datasets/archive/Actor_02/03-01-04-01-01-02-02.wav,01,04,01,01,02,01
62,./datasets/archive/Actor_02/03-01-06-01-01-01-02.wav,01,06,01,01,02,01
63,./datasets/archive/Actor_02/03-01-01-01-02-01-02.wav,01,01,01,02,02,01
64,./datasets/archive/Actor_02/03-01-07-02-01-02-02.wav,01,07,02,01,02,01
65,./datasets/archive/Actor_02/03-01-05-01-02-01-02.wav,01,05,01,02,02,01
66,./datasets/archive/Actor_02/03-01-03-02-01-02-02.wav,01,03,02,01,02,01
67,./datasets/archive/Actor_02/03-01-07-02-02-02-02.wav,01,07,02,02,02,01
68,./datasets/archive/Actor_02/03-01-05-01-01-01-02.wav,01,05,01,01,02,01
69,./datasets/archive/Actor_02/03-01-04-02-02-02-02.wav,01,04,02,02,02,01
70,./datasets/archive/Actor_02/03-01-02-02-01-01-02.wav,01,02,02,01,02,01
71,./datasets/archive/Actor_02/03-01-04-01-02-02-02.wav,01,04,01,02,02,01
72,./datasets/archive/Actor_02/03-01-07-01-02-02-02.wav,01,07,01,02,02,01
73,./datasets/archive/Actor_02/03-01-07-02-01-01-02.wav,01,07,02,01,02,01
74,./datasets/archive/Actor_02/03-01-07-02-02-01-02.wav,01,07,02,02,02,01
75,./datasets/archive/Actor_02/03-01-04-01-01-01-02.wav,01,04,01,01,02,01
76,./datasets/archive/Actor_02/03-01-04-02-01-02-02.wav,01,04,02,01,02,01
77,./datasets/archive/Actor_02/03-01-07-01-01-01-02.wav,01,07,01,01,02,01
78,./datasets/archive/Actor_02/03-01-06-01-02-02-02.wav,01,06,01,02,02,01
79,./datasets/archive/Actor_02/03-01-05-02-02-01-02.wav,01,05,02,02,02,01
80,./datasets/archive/Actor_02/03-01-08-02-01-02-02.wav,01,08,02,01,02,01
81,./datasets/archive/Actor_02/03-01-01-01-01-01-02.wav,01,01,01,01,02,01
82,./datasets/archive/Actor_02/03-01-03-01-02-02-02.wav,01,03,01,02,02,01
83,./datasets/archive/Actor_02/03-01-07-01-01-02-02.wav,01,07,01,01,02,01
84,./datasets/archive/Actor_02/03-01-06-02-01-01-02.wav,01,06,02,01,02,01
85,./datasets/archive/Actor_02/03-01-05-02-01-01-02.wav,01,05,02,01,02,01
86,./datasets/archive/Actor_02/03-01-08-02-01-01-02.wav,01,08,02,01,02,01
87,./datasets/archive/Actor_02/03-01-02-01-01-02-02.wav,01,02,01,01,02,01
88,./datasets/archive/Actor_02/03-01-03-01-01-01-02.wav,01,03,01,01,02,01
89,./datasets/archive/Actor_02/03-01-04-01-02-01-02.wav,01,04,01,02,02,01
90,./datasets/archive/Actor_02/03-01-03-02-02-02-02.wav,01,03,02,02,02,01
91,./datasets/archive/Actor_02/03-01-03-02-01-01-02.wav,01,03,02,01,02,01
92,./datasets/archive/Actor_02/03-01-02-02-02-01-02.wav,01,02,02,02,02,01
93,./datasets/archive/Actor_02/03-01-08-01-01-02-02.wav,01,08,01,01,02,01
94,./datasets/archive/Actor_02/03-01-06-01-02-01-02.wav,01,06,01,02,02,01
95,./datasets/archive/Actor_02/03-01-03-01-01-02-02.wav,01,03,01,01,02,01
96,./datasets/archive/Actor_02/03-01-01-01-02-02-02.wav,01,01,01,02,02,01
97,./datasets/archive/Actor_02/03-01-02-02-01-02-02.wav,01,02,02,01,02,01
98,./datasets/archive/Actor_02/03-01-03-02-02-01-02.wav,01,03,02,02,02,01
99,./datasets/archive/Actor_02/03-01-05-01-02-02-02.wav,01,05,01,02,02,01
100,./datasets/archive/Actor_02/03-01-05-02-01-02-02.wav,01,05,02,01,02,01
101,./datasets/archive/Actor_02/03-01-08-01-02-02-02.wav,01,08,01,02,02,01
102,./datasets/archive/Actor_02/03-01-02-01-01-01-02.wav,01,02,01,01,02,01
103,./datasets/archive/Actor_02/03-01-06-01-01-02-02.wav,01,06,01,01,02,01
104,./datasets/archive/Actor_02/03-01-06-02-02-01-02.wav,01,06,02,02,02,01
105,./datasets/archive/Actor_02/03-01-08-01-01-01-02.wav,01,08,01,01,02,01
106,./datasets/archive/Actor_02/03-01-06-02-01-02-02.wav,01,06,02,01,02,01
107,./datasets/archive/Actor_02/03-01-06-02-02-02-02.wav,01,06,02,02,02,01
108,./datasets/archive/Actor_02/03-01-02-01-02-01-02.wav,01,02,01,02,02,02
109,./datasets/archive/Actor_02/03-01-08-01-02-01-02.wav,01,08,01,02,02,02
110,./datasets/archive/Actor_02/03-01-04-02-01-01-02.wav,01,04,02,01,02,02
111,./datasets/archive/Actor_02/03-01-08-02-02-02-02.wav,01,08,02,02,02,02
112,./datasets/archive/Actor_02/03-01-05-02-02-02-02.wav,01,05,02,02,02,02
113,./datasets/archive/Actor_02/03-01-07-01-02-01-02.wav,01,07,01,02,02,02
114,./datasets/archive/Actor_02/03-01-03-01-02-01-02.wav,01,03,01,02,02,03
115,./datasets/archive/Actor_02/03-01-02-02-02-02-02.wav,01,02,02,02,02,03
116,./datasets/archive/Actor_02/03-01-01-01-01-02-02.wav,01,01,01,01,02,03
117,./datasets/archive/Actor_02/03-01-08-02-02-01-02.wav,01,08,02,02,02,03
118,./datasets/archive/Actor_02/03-01-04-02-02-01-02.wav,01,04,02,02,02,03
119,./datasets/archive/Actor_02/03-01-02-01-02-02-02.wav,01,02,01,02,02,03
120,./datasets/archive/Actor_03/03-01-05-01-01-02-03.wav,01,05,01,01,03,01
121,./datasets/archive/Actor_03/03-01-03-01-01-02-03.wav,01,03,01,01,03,01
122,./datasets/archive/Actor_03/03-01-06-02-02-01-03.wav,01,06,02,02,03,01
123,./datasets/archive/Actor_03/03-01-08-02-01-02-03.wav,01,08,02,01,03,01
124,./datasets/archive/Actor_03/03-01-05-01-02-01-03.wav,01,05,01,02,03,01
125,./datasets/archive/Actor_03/03-01-06-01-02-01-03.wav,01,06,01,02,03,01
126,./datasets/archive/Actor_03/03-01-03-02-01-02-03.wav,01,03,02,01,03,01
127,./datasets/archive/Actor_03/03-01-02-02-01-02-03.wav,01,02,02,01,03,01
128,./datasets/archive/Actor_03/03-01-05-02-02-01-03.wav,01,05,02,02,03,01
129,./datasets/archive/Actor_03/03-01-04-02-01-01-03.wav,01,04,02,01,03,01
130,./datasets/archive/Actor_03/03-01-04-01-01-01-03.wav,01,04,01,01,03,01
131,./datasets/archive/Actor_03/03-01-03-01-02-02-03.wav,01,03,01,02,03,01
132,./datasets/archive/Actor_03/03-01-07-01-01-01-03.wav,01,07,01,01,03,01
133,./datasets/archive/Actor_03/03-01-02-02-02-02-03.wav,01,02,02,02,03,01
134,./datasets/archive/Actor_03/03-01-08-01-02-02-03.wav,01,08,01,02,03,01
135,./datasets/archive/Actor_03/03-01-08-01-01-01-03.wav,01,08,01,01,03,01
136,./datasets/archive/Actor_03/03-01-08-01-02-01-03.wav,01,08,01,02,03,01
137,./datasets/archive/Actor_03/03-01-06-01-01-01-03.wav,01,06,01,01,03,01
138,./datasets/archive/Actor_03/03-01-02-01-01-01-03.wav,01,02,01,01,03,01
139,./datasets/archive/Actor_03/03-01-08-02-02-01-03.wav,01,08,02,02,03,01
140,./datasets/archive/Actor_03/03-01-02-02-02-01-03.wav,01,02,02,02,03,01
141,./datasets/archive/Actor_03/03-01-07-02-02-01-03.wav,01,07,02,02,03,01
142,./datasets/archive/Actor_03/03-01-04-02-01-02-03.wav,01,04,02,01,03,01
143,./datasets/archive/Actor_03/03-01-02-01-02-01-03.wav,01,02,01,02,03,01
144,./datasets/archive/Actor_03/03-01-06-02-01-02-03.wav,01,06,02,01,03,01
145,./datasets/archive/Actor_03/03-01-07-02-01-02-03.wav,01,07,02,01,03,01
146,./datasets/archive/Actor_03/03-01-02-02-01-01-03.wav,01,02,02,01,03,01
147,./datasets/archive/Actor_03/03-01-04-02-02-02-03.wav,01,04,02,02,03,01
148,./datasets/archive/Actor_03/03-01-05-02-02-02-03.wav,01,05,02,02,03,01
149,./datasets/archive/Actor_03/03-01-07-02-02-02-03.wav,01,07,02,02,03,01
150,./datasets/archive/Actor_03/03-01-03-01-02-01-03.wav,01,03,01,02,03,01
151,./datasets/archive/Actor_03/03-01-05-02-01-02-03.wav,01,05,02,01,03,01
152,./datasets/archive/Actor_03/03-01-06-02-02-02-03.wav,01,06,02,02,03,01
153,./datasets/archive/Actor_03/03-01-01-01-01-02-03.wav,01,01,01,01,03,01
154,./datasets/archive/Actor_03/03-01-04-01-02-01-03.wav,01,04,01,02,03,01
155,./datasets/archive/Actor_03/03-01-07-01-01-02-03.wav,01,07,01,01,03,01
156,./datasets/archive/Actor_03/03-01-03-01-01-01-03.wav,01,03,01,01,03,01
157,./datasets/archive/Actor_03/03-01-08-02-02-02-03.wav,01,08,02,02,03,01
158,./datasets/archive/Actor_03/03-01-03-02-01-01-03.wav,01,03,02,01,03,01
159,./datasets/archive/Actor_03/03-01-03-02-02-01-03.wav,01,03,02,02,03,01
160,./datasets/archive/Actor_03/03-01-07-01-02-01-03.wav,01,07,01,02,03,01
161,./datasets/archive/Actor_03/03-01-04-01-01-02-03.wav,01,04,01,01,03,01
162,./datasets/archive/Actor_03/03-01-05-01-01-01-03.wav,01,05,01,01,03,01
163,./datasets/archive/Actor_03/03-01-06-01-02-02-03.wav,01,06,01,02,03,01
164,./datasets/archive/Actor_03/03-01-04-02-02-01-03.wav,01,04,02,02,03,01
165,./datasets/archive/Actor_03/03-01-05-02-01-01-03.wav,01,05,02,01,03,01
166,./datasets/archive/Actor_03/03-01-06-01-01-02-03.wav,01,06,01,01,03,01
167,./datasets/archive/Actor_03/03-01-03-02-02-02-03.wav,01,03,02,02,03,01
168,./datasets/archive/Actor_03/03-01-02-01-02-02-03.wav,01,02,01,02,03,02
169,./datasets/archive/Actor_03/03-01-06-02-01-01-03.wav,01,06,02,01,03,02
170,./datasets/archive/Actor_03/03-01-01-01-01-01-03.wav,01,01,01,01,03,02
171,./datasets/archive/Actor_03/03-01-01-01-02-02-03.wav,01,01,01,02,03,02
172,./datasets/archive/Actor_03/03-01-05-01-02-02-03.wav,01,05,01,02,03,02
173,./datasets/archive/Actor_03/03-01-04-01-02-02-03.wav,01,04,01,02,03,02
174,./datasets/archive/Actor_03/03-01-08-01-01-02-03.wav,01,08,01,01,03,03
175,./datasets/archive/Actor_03/03-01-02-01-01-02-03.wav,01,02,01,01,03,03
176,./datasets/archive/Actor_03/03-01-07-02-01-01-03.wav,01,07,02,01,03,03
177,./datasets/archive/Actor_03/03-01-08-02-01-01-03.wav,01,08,02,01,03,03
178,./datasets/archive/Actor_03/03-01-07-01-02-02-03.wav,01,07,01,02,03,03
179,./datasets/archive/Actor_03/03-01-01-01-02-01-03.wav,01,01,01,02,03,03
180,./datasets/archive/Actor_04/03-01-01-01-02-02-04.wav,01,01,01,02,04,01
181,./datasets/archive/Actor_04/03-01-03-01-02-02-04.wav,01,03,01,02,04,01
182,./datasets/archive/Actor_04/03-01-08-01-02-01-04.wav,01,08,01,02,04,01
183,./datasets/archive/Actor_04/03-01-02-02-02-01-04.wav,01,02,02,02,04,01
184,./datasets/archive/Actor_04/03-01-07-01-02-01-04.wav,01,07,01,02,04,01
185,./datasets/archive/Actor_04/03-01-05-01-02-01-04.wav,01,05,01,02,04,01
186,./datasets/archive/Actor_04/03-01-08-01-02-02-04.wav,01,08,01,02,04,01
187,./datasets/archive/Actor_04/03-01-02-01-01-01-04.wav,01,02,01,01,04,01
188,./datasets/archive/Actor_04/03-01-06-01-02-02-04.wav,01,06,01,02,04,01
189,./datasets/archive/Actor_04/03-01-02-01-01-02-04.wav,01,02,01,01,04,01
190,./datasets/archive/Actor_04/03-01-05-02-01-02-04.wav,01,05,02,01,04,01
191,./datasets/archive/Actor_04/03-01-07-02-01-02-04.wav,01,07,02,01,04,01
192,./datasets/archive/Actor_04/03-01-06-02-02-01-04.wav,01,06,02,02,04,01
193,./datasets/archive/Actor_04/03-01-05-02-02-02-04.wav,01,05,02,02,04,01
194,./datasets/archive/Actor_04/03-01-01-01-01-02-04.wav,01,01,01,01,04,01
195,./datasets/archive/Actor_04/03-01-03-02-02-02-04.wav,01,03,02,02,04,01
196,./datasets/archive/Actor_04/03-01-05-01-02-02-04.wav,01,05,01,02,04,01
197,./datasets/archive/Actor_04/03-01-02-02-01-01-04.wav,01,02,02,01,04,01
198,./datasets/archive/Actor_04/03-01-02-01-02-01-04.wav,01,02,01,02,04,01
199,./datasets/archive/Actor_04/03-01-04-02-02-02-04.wav,01,04,02,02,04,01
200,./datasets/archive/Actor_04/03-01-04-02-01-02-04.wav,01,04,02,01,04,01
201,./datasets/archive/Actor_04/03-01-06-01-01-02-04.wav,01,06,01,01,04,01
202,./datasets/archive/Actor_04/03-01-02-02-02-02-04.wav,01,02,02,02,04,01
203,./datasets/archive/Actor_04/03-01-07-01-01-02-04.wav,01,07,01,01,04,01
204,./datasets/archive/Actor_04/03-01-03-02-01-02-04.wav,01,03,02,01,04,01
205,./datasets/archive/Actor_04/03-01-07-01-02-02-04.wav,01,07,01,02,04,01
206,./datasets/archive/Actor_04/03-01-08-01-01-01-04.wav,01,08,01,01,04,01
207,./datasets/archive/Actor_04/03-01-06-02-01-02-04.wav,01,06,02,01,04,01
208,./datasets/archive/Actor_04/03-01-03-02-02-01-04.wav,01,03,02,02,04,01
209,./datasets/archive/Actor_04/03-01-03-01-01-02-04.wav,01,03,01,01,04,01
210,./datasets/archive/Actor_04/03-01-04-02-01-01-04.wav,01,04,02,01,04,01
211,./datasets/archive/Actor_04/03-01-03-01-02-01-04.wav,01,03,01,02,04,01
212,./datasets/archive/Actor_04/03-01-06-02-02-02-04.wav,01,06,02,02,04,01
213,./datasets/archive/Actor_04/03-01-08-02-01-02-04.wav,01,08,02,01,04,01
214,./datasets/archive/Actor_04/03-01-05-02-01-01-04.wav,01,05,02,01,04,01
215,./datasets/archive/Actor_04/03-01-03-01-01-01-04.wav,01,03,01,01,04,01
216,./datasets/archive/Actor_04/03-01-02-01-02-02-04.wav,01,02,01,02,04,01
217,./datasets/archive/Actor_04/03-01-02-02-01-02-04.wav,01,02,02,01,04,01
218,./datasets/archive/Actor_04/03-01-01-01-01-01-04.wav,01,01,01,01,04,01
219,./datasets/archive/Actor_04/03-01-04-02-02-01-04.wav,01,04,02,02,04,01
220,./datasets/archive/Actor_04/03-01-07-02-02-02-04.wav,01,07,02,02,04,01
221,./datasets/archive/Actor_04/03-01-04-01-01-01-04.wav,01,04,01,01,04,01
222,./datasets/archive/Actor_04/03-01-08-02-02-02-04.wav,01,08,02,02,04,01
223,./datasets/archive/Actor_04/03-01-08-02-02-01-04.wav,01,08,02,02,04,01
224,./datasets/archive/Actor_04/03-01-06-01-02-01-04.wav,01,06,01,02,04,01
225,./datasets/archive/Actor_04/03-01-05-01-01-02-04.wav,01,05,01,01,04,01
226,./datasets/archive/Actor_04/03-01-08-01-01-02-04.wav,01,08,01,01,04,01
227,./datasets/archive/Actor_04/03-01-05-02-02-01-04.wav,01,05,02,02,04,01
228,./datasets/archive/Actor_04/03-01-04-01-02-02-04.wav,01,04,01,02,04,02
229,./datasets/archive/Actor_04/03-01-04-01-02-01-04.wav,01,04,01,02,04,02
230,./datasets/archive/Actor_04/03-01-06-01-01-01-04.wav,01,06,01,01,04,02
231,./datasets/archive/Actor_04/03-01-08-02-01-01-04.wav,01,08,02,01,04,02
232,./datasets/archive/Actor_04/03-01-01-01-02-01-04.wav,01,01,01,02,04,02
233,./datasets/archive/Actor_04/03-01-04-01-01-02-04.wav,01,04,01,01,04,02
234,./datasets/archive/Actor_04/03-01-03-02-01-01-04.wav,01,03,02,01,04,03
235,./datasets/archive/Actor_04/03-01-07-01-01-01-04.wav,01,07,01,01,04,03
236,./datasets/archive/Actor_04/03-01-07-02-01-01-04.wav,01,07,02,01,04,03
237,./datasets/archive/Actor_04/03-01-05-01-01-01-04.wav,01,05,01,01,04,03
238,./datasets/archive/Actor_04/03-01-06-02-01-01-04.wav,01,06,02,01,04,03
239,./datasets/archive/Actor_04/03-01-07-02-02-01-04.wav,01,07,02,02,04,03
240,./datasets/archive/Actor_05/03-01-07-01-01-01-05.wav,01,07,01,01,05,01
241,./datasets/archive/Actor_05/03-01-04-01-01-02-05.wav,01,04,01,01,05,01
242,./datasets/archive/Actor_05/03-01-03-01-01-02-05.wav,01,03,01,01,05,01
243,./datasets/archive/Actor_05/03-01-02-02-02-02-05.wav,01,02,02,02,05,01
244,./datasets/archive/Actor_05/03-01-04-01-01-01-05.wav,01,04,01,01,05,01
245,./datasets/archive/Actor_05/03-01-08-02-02-01-05.wav,01,08,02,02,05,01
246,./datasets/archive/Actor_05/03-01-05-02-02-02-05.wav,01,05,02,02,05,01
247,./datasets/archive/Actor_05/03-01-02-02-02-01-05.wav,01,02,02,02,05,01
248,./datasets/archive/Actor_05/03-01-04-01-02-01-05.wav,01,04,01,02,05,01
249,./datasets/archive/Actor_05/03-01-02-01-02-02-05.wav,01,02,01,02,05,01
250,./datasets/archive/Actor_05/03-01-05-01-02-02-05.wav,01,05,01,02,05,01
251,./datasets/archive/Actor_05/03-01-02-02-01-01-05.wav,01,02,02,01,05,01
252,./datasets/archive/Actor_05/03-01-05-01-02-01-05.wav,01,05,01,02,05,01
253,./datasets/archive/Actor_05/03-01-05-02-02-01-05.wav,01,05,02,02,05,01
254,./datasets/archive/Actor_05/03-01-03-02-01-02-05.wav,01,03,02,01,05,01
255,./datasets/archive/Actor_05/03-01-03-01-01-01-05.wav,01,03,01,01,05,01
256,./datasets/archive/Actor_05/03-01-02-01-02-01-05.wav,01,02,01,02,05,01
257,./datasets/archive/Actor_05/03-01-03-02-02-01-05.wav,01,03,02,02,05,01
258,./datasets/archive/Actor_05/03-01-03-01-02-01-05.wav,01,03,01,02,05,01
259,./datasets/archive/Actor_05/03-01-04-01-02-02-05.wav,01,04,01,02,05,01
260,./datasets/archive/Actor_05/03-01-05-01-01-01-05.wav,01,05,01,01,05,01
261,./datasets/archive/Actor_05/03-01-07-02-01-01-05.wav,01,07,02,01,05,01
262,./datasets/archive/Actor_05/03-01-01-01-02-01-05.wav,01,01,01,02,05,01
263,./datasets/archive/Actor_05/03-01-08-02-01-02-05.wav,01,08,02,01,05,01
264,./datasets/archive/Actor_05/03-01-04-02-02-02-05.wav,01,04,02,02,05,01
265,./datasets/archive/Actor_05/03-01-06-01-02-01-05.wav,01,06,01,02,05,01
266,./datasets/archive/Actor_05/03-01-07-02-02-01-05.wav,01,07,02,02,05,01
267,./datasets/archive/Actor_05/03-01-07-01-02-01-05.wav,01,07,01,02,05,01
268,./datasets/archive/Actor_05/03-01-06-01-01-02-05.wav,01,06,01,01,05,01
269,./datasets/archive/Actor_05/03-01-04-02-01-01-05.wav,01,04,02,01,05,01
270,./datasets/archive/Actor_05/03-01-05-01-01-02-05.wav,01,05,01,01,05,01
271,./datasets/archive/Actor_05/03-01-03-02-02-02-05.wav,01,03,02,02,05,01
272,./datasets/archive/Actor_05/03-01-02-01-01-02-05.wav,01,02,01,01,05,01
273,./datasets/archive/Actor_05/03-01-02-02-01-02-05.wav,01,02,02,01,05,01
274,./datasets/archive/Actor_05/03-01-06-02-02-01-05.wav,01,06,02,02,05,01
275,./datasets/archive/Actor_05/03-01-01-01-01-01-05.wav,01,01,01,01,05,01
276,./datasets/archive/Actor_05/03-01-06-02-02-02-05.wav,01,06,02,02,05,01
277,./datasets/archive/Actor_05/03-01-06-01-02-02-05.wav,01,06,01,02,05,01
278,./datasets/archive/Actor_05/03-01-08-01-01-01-05.wav,01,08,01,01,05,01
279,./datasets/archive/Actor_05/03-01-04-02-02-01-05.wav,01,04,02,02,05,01
280,./datasets/archive/Actor_05/03-01-05-02-01-01-05.wav,01,05,02,01,05,01
281,./datasets/archive/Actor_05/03-01-01-01-02-02-05.wav,01,01,01,02,05,01
282,./datasets/archive/Actor_05/03-01-03-02-01-01-05.wav,01,03,02,01,05,01
283,./datasets/archive/Actor_05/03-01-02-01-01-01-05.wav,01,02,01,01,05,01
284,./datasets/archive/Actor_05/03-01-08-01-02-01-05.wav,01,08,01,02,05,01
285,./datasets/archive/Actor_05/03-01-06-01-01-01-05.wav,01,06,01,01,05,01
286,./datasets/archive/Actor_05/03-01-08-01-01-02-05.wav,01,08,01,01,05,01
287,./datasets/archive/Actor_05/03-01-08-01-02-02-05.wav,01,08,01,02,05,01
288,./datasets/archive/Actor_05/03-01-05-02-01-02-05.wav,01,05,02,01,05,02
289,./datasets/archive/Actor_05/03-01-06-02-01-01-05.wav,01,06,02,01,05,02
290,./datasets/archive/Actor_05/03-01-07-01-02-02-05.wav,01,07,01,02,05,02
291,./datasets/archive/Actor_05/03-01-06-02-01-02-05.wav,01,06,02,01,05,02
292,./datasets/archive/Actor_05/03-01-07-02-02-02-05.wav,01,07,02,02,05,02
293,./datasets/archive/Actor_05/03-01-08-02-01-01-05.wav,01,08,02,01,05,02
294,./datasets/archive/Actor_05/03-01-08-02-02-02-05.wav,01,08,02,02,05,03
295,./datasets/archive/Actor_05/03-01-07-01-01-02-05.wav,01,07,01,01,05,03
296,./datasets/archive/Actor_05/03-01-01-01-01-02-05.wav,01,01,01,01,05,03
297,./datasets/archive/Actor_05/03-01-07-02-01-02-05.wav,01,07,02,01,05,03
298,./datasets/archive/Actor_05/03-01-03-01-02-02-05.wav,01,03,01,02,05,03
299,./datasets/archive/Actor_05/03-01-04-02-01-02-05.wav,01,04,02,01,05,03
300,./datasets/archive/Actor_06/03-01-05-01-01-01-06.wav,01,05,01,01,06,01
301,./datasets/archive/Actor_06/03-01-04-01-02-01-06.wav,01,04,01,02,06,01
302,./datasets/archive/Actor_06/03-01-08-02-02-02-06.wav,01,08,02,02,06,01
303,./datasets/archive/Actor_06/03-01-07-02-01-02-06.wav,01,07,02,01,06,01
304,./datasets/archive/Actor_06/03-01-06-02-01-01-06.wav,01,06,02,01,06,01
305,./datasets/archive/Actor_06/03-01-06-01-01-02-06.wav,01,06,01,01,06,01
306,./datasets/archive/Actor_06/03-01-08-01-01-01-06.wav,01,08,01,01,06,01
307,./datasets/archive/Actor_06/03-01-03-02-02-01-06.wav,01,03,02,02,06,01
308,./datasets/archive/Actor_06/03-01-08-02-01-02-06.wav,01,08,02,01,06,01
309,./datasets/archive/Actor_06/03-01-03-01-02-02-06.wav,01,03,01,02,06,01
